year,quarter,company_id,sector,revenue,profit_margin,profit,stock_price,pe_ratio,debt_to_equity,dividend_yield,market_cap
2005,4,Company_4,Manufacturing,599802343.53,0.1,57276624.96,102.02,1.78,0.97,0.03,9443573757.7
2005,4,Company_5,Technology,719762812.24,0.11,79306096.09,122.42,1.54,1.93,0.01,1646893966.78
2005,4,Company_6,Consumer Goods,839723280.95,0.12,104860282.61,142.82,1.36,0.97,0.03,7271137719.9
2005,4,Company_7,Technology,959683749.66,0.14,133939184.51,163.23,1.22,2.04,0.04,11899960986.58
2005,4,Company_8,Finance,863715374.69,0.15,133234241.44,146.9,1.1,1.36,0.03,9614190299.94
2005,4,Company_9,Technology,1199604687.07,0.17,202671134.46,204.03,1.01,0.42,0.02,3438554767.12
2005,4,Company_10,Healthcare,1319565155.78,0.18,242324182.51,224.44,0.93,1.32,0.02,22173785302.76
2005,4,Company_11,Healthcare,1439525624.48,0.2,285501945.94,244.84,0.86,0.69,0.03,20321520708.7
2005,4,Company_12,Energy,1559486093.19,0.21,332204424.75,265.24,0.8,1.33,0.02,6380371612.16
2005,4,Company_13,Healthcare,1679446561.9,0.23,382431618.94,285.65,0.75,1.35,0.02,13761096136.4
2005,4,Company_14,Utilities,1799407030.6,0.24,436183528.51,306.05,0.7,1.9,-0.0,16610373983.17
2005,4,Company_15,Utilities,1919367499.31,0.26,493460153.47,326.45,0.66,1.13,0.02,25129585066.26
2005,4,Company_16,Technology,2039327968.02,0.27,554261493.81,346.86,0.63,1.69,0.04,26571920315.85
2005,4,Company_17,Technology,2159288436.72,0.29,618587549.53,367.26,0.59,0.77,0.01,10262674544.18
2005,4,Company_18,Energy,2279248905.43,0.3,686438320.63,387.66,0.56,1.17,0.02,26134723499.95
2005,4,Company_19,Energy,2399209374.14,0.32,757813807.11,408.07,0.54,1.34,0.02,17231570785.18
2005,4,Company_20,Finance,2519169842.84,0.33,832714008.98,428.47,0.51,0.97,0.02,11623230312.82
2005,4,Company_21,Technology,2639130311.55,0.35,911138926.23,448.87,0.49,,0.01,20613056759.54
2005,4,Company_22,Utilities,2759090780.26,0.36,993088558.86,469.28,0.47,1.33,0.02,15402232954.16
2005,4,Company_23,Utilities,2879051248.97,0.37,1078562906.87,489.68,0.45,1.24,0.01,40192785913.51
2005,4,Company_24,Manufacturing,2999011717.67,0.39,1167561970.26,510.08,0.44,1.5,0.03,38673672592.3
2005,4,Company_25,Utilities,3118972186.38,0.4,1260085749.04,530.49,0.42,,0.03,36362065255.11
2006,1,Company_1,Technology,303293609.39,0.12,35024265.67,53.04,1.51,1.48,0.02,2515832130.12
2006,1,Company_2,Technology,454940414.09,0.15,67546798.08,79.56,1.18,1.29,0.03,6367836236.09
2006,1,Company_3,Manufacturing,788563384.42,0.18,143099142.61,137.91,0.96,1.32,0.01,13783464820.34
2006,1,Company_4,Finance,758234023.48,0.21,162612662.06,132.6,0.82,0.52,0.01,11442825941.07
2006,1,Company_5,Healthcare,909880828.17,0.25,225155993.62,159.12,0.71,0.89,0.03,11481530312.68
2006,1,Company_6,Finance,1061527632.87,0.28,297706258.23,185.64,0.62,1.54,0.03,4456332857.75
2006,1,Company_7,Healthcare,1213174437.56,0.31,380263455.88,212.16,0.56,1.03,0.03,14935387726.07
2006,1,Company_8,Finance,1091856993.81,0.35,378262069.27,190.95,0.5,0.76,0.01,17911349363.48
2006,1,Company_9,Technology,1516468046.95,0.38,575398650.35,265.2,0.46,1.64,0.01,4421269259.31
2006,1,Company_10,Manufacturing,1668114851.65,0.41,687976647.16,291.72,0.42,1.48,0.03,16513379420.09
2006,1,Company_11,Consumer Goods,1819761656.34,0.45,810561577.02,318.24,0.39,1.41,0.02,16272032507.57
2006,1,Company_12,Technology,1971408461.04,0.48,943153439.92,344.77,0.37,0.98,0.03,7182693660.62
2006,1,Company_13,Consumer Goods,2123055265.74,0.51,1085752235.88,371.29,0.34,1.34,0.02,31585719379.17
2006,1,Company_14,Finance,2274702070.43,0.54,1238357964.89,397.81,0.32,0.63,0.01,4343035413.49
2006,1,Company_15,Technology,2426348875.13,0.58,1400970626.94,424.33,0.3,1.31,0.03,37063798834.01
2006,1,Company_16,Finance,2577995679.82,0.61,1573590222.05,450.85,0.29,0.88,0.04,14077092940.72
2006,1,Company_17,Finance,2729642484.52,0.64,1756216750.2,477.37,0.27,0.73,0.02,9875276096.54
2006,1,Company_18,Technology,2881289289.21,0.68,1948850211.41,503.89,0.26,1.15,0.01,21583119120.71
2006,1,Company_19,Technology,3032936093.91,0.71,2151490605.66,530.41,0.25,1.65,0.0,40827639167.9
2006,1,Company_20,Utilities,3184582898.6,0.74,2364137932.97,556.93,0.24,0.59,0.04,39608410634.0
2006,1,Company_21,Technology,3336229703.3,0.78,2586792193.32,583.45,0.23,1.0,0.03,26063708886.31
2006,1,Company_22,Utilities,3487876507.99,0.81,2819453386.72,609.97,0.22,1.26,0.02,51409870739.97
2006,1,Company_23,Manufacturing,3639523312.69,0.84,3062121513.18,636.49,0.21,0.03,0.02,38351111009.06
2006,1,Company_24,Finance,3791170117.38,0.87,3314796572.68,663.01,0.2,1.49,0.03,53083900058.96
2006,1,Company_25,Technology,3942816922.08,0.91,3577478565.23,689.53,0.19,1.06,0.01,63924289505.11
2006,2,Company_1,Utilities,352647868.78,0.17,58938012.62,69.92,1.19,1.26,0.02,3984596478.47
2006,2,Company_2,Technology,528971803.16,0.21,113666167.19,104.88,0.92,0.9,0.03,9009192347.35
2006,2,Company_3,Healthcare,916884458.82,0.26,240803880.12,181.79,0.75,0.85,0.02,16765932127.98
2006,2,Company_4,Technology,881619671.94,0.31,273640772.86,174.8,0.64,1.34,0.04,14790429081.8
2006,2,Company_5,Technology,1057943606.33,0.36,378887223.96,209.76,0.55,1.54,0.01,8057654397.39
2006,2,Company_6,Energy,1234267540.72,0.41,500973107.24,244.72,0.49,2.42,0.02,19324874183.22
2006,2,Company_7,Finance,1410591475.11,0.45,639898422.69,279.68,0.44,1.62,0.02,20983316573.11
2006,2,Company_8,Finance,1269532327.6,0.5,636530536.26,251.71,0.4,,0.01,15538425255.37
2006,2,Company_9,Technology,1763239343.88,0.55,968267350.13,349.6,0.36,1.57,0.02,8270428706.92
2006,2,Company_10,Energy,1939563278.27,0.6,1157710962.11,384.56,0.33,1.37,0.02,18964188687.06
2006,2,Company_11,Utilities,2115887212.66,0.64,1363994006.27,419.52,0.31,1.3,0.02,27714182909.9
2006,2,Company_12,Manufacturing,2292211147.05,0.69,1587116482.6,454.48,0.29,,0.03,10934119241.79
2006,2,Company_13,Consumer Goods,2468535081.44,0.74,1827078391.11,489.44,0.27,1.84,0.01,18753883689.22
2006,2,Company_14,Healthcare,2644859015.82,0.79,2083879731.8,524.4,0.25,1.12,0.02,24466790867.22
2006,2,Company_15,Healthcare,2821182950.21,0.84,2357520504.66,559.36,0.24,0.9,0.01,17325655452.63
2006,2,Company_16,Manufacturing,2997506884.6,0.88,2648000709.7,594.32,0.22,1.18,0.03,48197900250.05
2006,2,Company_17,Finance,3173830818.99,0.93,2955320346.92,629.28,0.21,0.19,0.02,21376475197.85
2006,2,Company_18,Consumer Goods,3350154753.38,0.98,3279479416.31,664.24,0.2,1.01,0.02,39649323348.82
2006,2,Company_19,Finance,3526478687.77,1.03,3620477917.87,699.19,0.19,0.97,0.02,48974008834.38
2006,2,Company_20,Consumer Goods,3702802622.15,1.07,3978315851.62,734.15,0.18,1.33,0.02,67805262425.49
2006,2,Company_21,Energy,3879126556.54,1.12,4352993217.54,769.11,0.18,0.86,0.04,70714504338.5
2006,2,Company_22,Healthcare,4055450490.93,1.17,4744510015.63,804.07,0.17,1.15,0.02,76323914134.29
2006,2,Company_23,Manufacturing,4231774425.32,1.22,5152866245.9,839.03,0.16,0.49,0.01,30934880774.78
2006,2,Company_24,Finance,4408098359.71,1.27,5578061908.35,873.99,0.16,0.27,0.03,78008237118.79
2006,2,Company_25,Energy,4584422294.1,1.31,6020097002.98,908.95,0.15,1.47,0.03,89905189559.54
2006,3,Company_1,Finance,269012122.46,0.06,17399215.94,60.08,3.45,1.25,0.01,5927583245.27
2006,3,Company_2,Utilities,403518183.69,0.08,33555630.74,90.12,2.69,1.0,-0.01,1610566629.53
2006,3,Company_3,Finance,699431518.4,0.1,71088225.13,156.21,2.2,0.61,0.02,8962841470.15
2006,3,Company_4,Energy,672530306.15,0.12,80782074.01,150.2,1.86,1.3,0.03,11103829177.44
2006,3,Company_5,Energy,807036367.38,0.14,111852102.47,180.24,1.61,1.21,0.04,11786630249.82
2006,3,Company_6,Healthcare,941542428.61,0.16,147893335.49,210.29,1.42,1.23,0.02,6995555375.78
2006,3,Company_7,Technology,1076048489.84,0.18,188905773.07,240.33,1.27,0.59,0.02,13252416691.11
2006,3,Company_8,Finance,968443640.86,0.19,187911532.16,216.29,1.15,1.29,0.03,11546477158.5
2006,3,Company_9,Finance,1345060612.3,0.21,285844261.88,300.41,1.05,1.12,-0.0,8672234017.16
2006,3,Company_10,Finance,1479566673.53,0.23,341770313.12,330.45,0.97,1.57,0.03,18523534993.31
2006,3,Company_11,Manufacturing,1614072734.76,0.25,402667568.91,360.49,0.9,0.85,0.01,34685330457.04
2006,3,Company_12,Healthcare,1748578795.99,0.27,468536029.26,390.53,0.83,1.47,0.03,14860594119.29
2006,3,Company_13,Manufacturing,1883084857.22,0.29,539375694.16,420.57,0.78,1.41,0.01,31969299933.24
2006,3,Company_14,Energy,2017590918.45,0.3,615186563.61,450.61,0.73,0.96,0.01,39990381504.61
2006,3,Company_15,Finance,2152096979.68,0.32,695968637.62,480.65,0.69,0.83,0.02,42527939691.22
2006,3,Company_16,Finance,2286603040.91,0.34,781721916.18,510.69,0.65,1.43,-0.0,28303638958.96
2006,3,Company_17,Finance,2421109102.14,0.36,872446399.3,540.73,0.62,0.35,-0.01,12747824768.87
2006,3,Company_18,Finance,2555615163.37,0.38,968142086.98,570.77,0.59,1.0,0.01,42609664214.03
2006,3,Company_19,Technology,2690121224.6,0.4,1068808979.2,600.82,0.56,1.76,0.02,41573722017.42
2006,3,Company_20,Manufacturing,2824627285.83,0.42,1174447075.99,630.86,0.54,0.35,0.02,9891496257.68
2006,3,Company_21,Technology,2959133347.06,0.43,1285056377.32,660.9,0.51,,0.02,32814262444.39
2006,3,Company_22,Finance,3093639408.29,0.45,1400636883.21,690.94,0.49,1.09,0.02,17990424120.4
2006,3,Company_23,Energy,3228145469.52,0.47,1521188593.66,720.98,0.47,0.97,0.02,12285380026.23
2006,3,Company_24,Finance,3362651530.75,0.49,1646711508.66,751.02,0.46,1.03,0.01,47318209713.35
2006,3,Company_25,Healthcare,3497157591.98,0.51,1777205628.21,781.06,0.44,0.99,0.02,68808853789.97
2006,4,Company_1,Consumer Goods,380308863.88,0.08,29763417.59,48.7,1.64,1.28,0.02,3064258407.22
2006,4,Company_2,Utilities,570463295.82,0.1,57400876.78,73.05,1.27,1.65,0.01,1217092441.38
2006,4,Company_3,Utilities,988803046.09,0.12,121604820.43,126.61,1.04,1.12,0.02,8077671998.34
2006,4,Company_4,Healthcare,950772159.71,0.15,138187295.95,121.74,0.88,1.15,0.02,3732436450.04
2006,4,Company_5,Healthcare,1140926591.65,0.17,191336255.93,146.09,0.76,1.33,0.03,1690590276.25
2006,4,Company_6,Healthcare,1331081023.59,0.19,252989049.5,170.44,0.67,1.98,0.02,15427233017.81
2006,4,Company_7,Finance,1521235455.53,0.21,323145676.67,194.79,0.6,1.76,0.02,16383804299.54
2006,4,Company_8,Finance,1369111909.98,0.23,321444909.96,175.31,0.55,0.54,0.02,9096532724.59
2006,4,Company_9,Consumer Goods,1901544319.41,0.26,488970431.81,243.49,0.5,1.01,0.01,13928919867.09
2006,4,Company_10,Consumer Goods,2091698751.35,0.28,584638559.77,267.83,0.46,0.76,0.02,15652796931.31
2006,4,Company_11,Healthcare,2281853183.29,0.3,688810521.33,292.18,0.42,0.54,0.02,10029205531.36
2006,4,Company_12,Utilities,2472007615.23,0.32,801486316.49,316.53,0.39,0.67,0.03,20861465639.13
2006,4,Company_13,Healthcare,2662162047.17,0.35,922665945.24,340.88,0.37,0.82,0.04,21537625338.94
2006,4,Company_14,Technology,2852316479.12,0.37,1052349407.59,365.23,0.35,1.65,0.01,7664957906.84
2006,4,Company_15,Energy,3042470911.06,0.39,1190536703.54,389.58,0.33,0.99,0.01,36332061249.61
2006,4,Company_16,Technology,3232625343.0,0.41,1337227833.08,413.93,0.31,1.34,0.01,16042214006.31
2006,4,Company_17,Consumer Goods,3422779774.94,0.44,1492422796.22,438.27,0.29,1.51,0.03,32844680646.59
2006,4,Company_18,Energy,3612934206.88,0.46,1656121592.96,462.62,0.28,1.09,0.03,34781938036.67
2006,4,Company_19,Finance,3803088638.82,0.48,1828324223.29,486.97,0.27,1.96,0.03,14505566389.32
2006,4,Company_20,Energy,3993243070.76,0.5,2009030687.22,511.32,0.25,1.39,0.03,16065622724.32
2006,4,Company_21,Finance,4183397502.7,0.53,2198240984.75,535.67,0.24,0.79,0.02,22669874593.57
2006,4,Company_22,Utilities,4373551934.64,0.55,2395955115.87,560.02,0.23,1.81,0.03,11535474066.97
2006,4,Company_23,Finance,4563706366.59,0.57,2602173080.59,584.37,0.22,1.37,0.02,19583224118.65
2006,4,Company_24,Utilities,4753860798.53,0.59,2816894878.91,608.71,0.22,0.57,0.02,7468801785.8
2006,4,Company_25,Finance,4944015230.47,0.61,3040120510.82,633.06,0.21,0.44,0.01,18596660021.3
2007,1,Company_1,Manufacturing,314825294.28,0.1,31335447.09,53.15,1.7,0.77,0.02,4060316012.84
2007,1,Company_2,Finance,472237941.42,0.13,60432647.97,79.72,1.32,1.1,0.02,3217773176.68
2007,1,Company_3,Technology,818545765.12,0.16,128027683.84,138.19,1.08,0.73,0.02,10038039894.85
2007,1,Company_4,Energy,787063235.7,0.18,145486004.37,132.87,0.91,1.02,0.03,9660068802.83
2007,1,Company_5,Healthcare,944475882.83,0.21,201442159.89,159.45,0.79,1.04,0.03,13063005910.41
2007,1,Company_6,Energy,1101888529.97,0.24,266351300.3,186.02,0.7,1.33,0.04,7330037078.0
2007,1,Company_7,Finance,1259301177.11,0.27,340213425.59,212.6,0.62,1.51,0.01,4318221810.9
2007,1,Company_8,Energy,1133371059.4,0.3,338422828.62,191.34,0.57,0.91,0.01,17564954494.91
2007,1,Company_9,Finance,1574126471.39,0.33,514796630.83,265.75,0.52,1.23,0.02,15116870679.42
2007,1,Company_10,Healthcare,1731539118.53,0.36,615517710.78,292.32,0.47,1.36,0.02,5648908171.0
2007,1,Company_11,Finance,1888951765.67,0.38,725191775.61,318.89,0.44,1.56,0.02,19794919735.28
2007,1,Company_12,Consumer Goods,2046364412.81,0.41,843818825.32,345.47,0.41,1.28,0.04,14743493041.88
2007,1,Company_13,Technology,2203777059.95,0.44,971398859.92,372.04,0.38,1.39,0.0,27373027049.35
2007,1,Company_14,Finance,2361189707.09,0.47,1107931879.4,398.62,0.36,1.02,0.01,7374427269.12
2007,1,Company_15,Utilities,2518602354.23,0.5,1253417883.76,425.19,0.34,1.9,0.02,5256597650.65
2007,1,Company_16,Energy,2676015001.36,0.53,1407856873.01,451.77,0.32,1.29,0.03,13151340291.87
2007,1,Company_17,Energy,2833427648.5,0.55,1571248847.15,478.34,0.3,1.28,0.04,30970568273.56
2007,1,Company_18,Technology,2990840295.64,0.58,1743593806.16,504.92,0.29,1.32,0.03,17355585268.07
2007,1,Company_19,Finance,3148252942.78,0.61,1924891750.06,531.49,0.28,0.41,0.01,6404496110.9
2007,1,Company_20,Utilities,3305665589.92,0.64,2115142678.85,558.07,0.26,1.18,0.03,30848988006.69
2007,1,Company_21,Manufacturing,3463078237.06,0.67,2314346592.52,584.64,0.25,1.26,0.03,21864240744.27
2007,1,Company_22,Healthcare,3620490884.2,0.7,2522503491.07,611.21,0.24,0.77,0.03,31368310340.79
2007,1,Company_23,Finance,3777903531.34,0.73,2739613374.51,637.79,0.23,1.31,0.02,31733390312.46
2007,1,Company_24,Finance,3935316178.48,0.75,2965676242.83,664.36,0.22,1.8,0.01,34546706589.73
2007,1,Company_25,Utilities,4092728825.62,0.78,3200692096.04,690.94,0.22,0.26,0.01,38352196928.4
2007,2,Company_1,Energy,340585802.3,0.08,27249913.93,68.86,2.53,0.68,0.03,5186598987.65
2007,2,Company_2,Consumer Goods,510878703.44,0.1,52553405.44,103.29,1.97,1.02,0.02,6309812922.86
2007,2,Company_3,Consumer Goods,885523085.97,0.13,111335362.64,179.04,1.61,1.46,0.03,15711583788.42
2007,2,Company_4,Manufacturing,851464505.74,0.15,126517457.55,172.15,1.36,1.02,0.01,12858761332.18
2007,2,Company_5,Healthcare,1021757406.89,0.17,175178018.15,206.58,1.18,0.77,0.01,20000777342.68
2007,2,Company_6,Finance,1192050308.04,0.19,231624268.44,241.01,1.04,,0.0,15253465993.01
2007,2,Company_7,Technology,1362343209.18,0.22,295856208.42,275.44,0.93,1.73,0.01,13411048644.76
2007,2,Company_8,Finance,1226108888.26,0.24,294299070.49,247.9,0.84,1.62,0.02,6863421265.46
2007,2,Company_9,Finance,1702929011.48,0.26,447677157.48,344.3,0.77,1.21,0.02,30975639244.47
2007,2,Company_10,Healthcare,1873221912.63,0.29,535266166.56,378.73,0.71,1.51,0.01,8719309441.41
2007,2,Company_11,Consumer Goods,2043514813.77,0.31,630640865.33,413.16,0.66,1.08,0.02,6990265681.19
2007,2,Company_12,Healthcare,2213807714.92,0.33,733801253.79,447.59,0.61,1.11,0.03,41959521584.46
2007,2,Company_13,Finance,2384100616.07,0.35,844747331.95,482.02,0.57,1.05,0.02,22995723199.64
2007,2,Company_14,Consumer Goods,2554393517.22,0.38,963479099.8,516.46,0.54,1.41,0.03,26227905400.15
2007,2,Company_15,Energy,2724686418.37,0.4,1089996557.35,550.89,0.51,1.94,0.01,41367009895.49
2007,2,Company_16,Consumer Goods,2894979319.51,0.42,1224299704.6,585.32,0.48,1.38,0.01,43674863792.41
2007,2,Company_17,Consumer Goods,3065272220.66,0.45,1366388541.54,619.75,0.45,1.1,0.0,21996093753.96
2007,2,Company_18,Healthcare,3235565121.81,0.47,1516263068.17,654.18,0.43,1.57,0.03,64673606562.62
2007,2,Company_19,Utilities,3405858022.96,0.49,1673923284.51,688.61,0.41,1.07,0.02,7235187392.22
2007,2,Company_20,Energy,3576150924.11,0.51,1839369190.53,723.04,0.39,0.63,0.02,44003353575.81
2007,2,Company_21,Manufacturing,3746443825.25,0.54,2012600786.25,757.47,0.38,0.75,0.02,71091033566.89
2007,2,Company_22,Healthcare,3916736726.4,0.56,2193618071.67,791.9,0.36,2.03,0.03,51800525068.32
2007,2,Company_23,Technology,4087029627.55,0.58,2382421046.78,826.33,0.35,1.93,0.02,39998622460.21
2007,2,Company_24,Consumer Goods,4257322528.7,0.61,2579009711.59,860.76,0.33,1.8,0.03,60469514745.62
2007,2,Company_25,Technology,4427615429.85,0.63,2783384066.1,895.19,0.32,,0.02,50372800322.88
2007,3,Company_1,Energy,321392129.0,0.05,14891333.33,54.11,3.63,1.29,0.01,1907567238.62
2007,3,Company_2,Technology,482088193.5,0.06,28719000.0,81.16,2.83,0.85,-0.01,6166854658.57
2007,3,Company_3,Utilities,835619535.4,0.07,60841733.33,140.68,2.31,1.31,0.04,1983877890.38
2007,3,Company_4,Technology,803480322.5,0.09,69138333.33,135.26,1.96,1.47,0.02,1544458269.43
2007,3,Company_5,Healthcare,964176387.0,0.1,95729999.99,162.32,1.7,0.7,0.03,5787758209.06
2007,3,Company_6,Utilities,1124872451.5,0.11,126576333.32,189.37,1.5,1.35,0.01,9846836734.94
2007,3,Company_7,Utilities,1285568516.0,0.13,161677333.32,216.42,1.34,0.8,0.02,19917078333.38
2007,3,Company_8,Healthcare,1157011664.4,0.14,160826399.99,194.78,1.21,1.18,0.03,18803467886.44
2007,3,Company_9,Healthcare,1606960645.0,0.15,244643333.32,270.53,1.11,1.18,0.04,11506174204.25
2007,3,Company_10,Energy,1767656709.5,0.17,292508333.31,297.58,1.02,1.7,0.02,21356505254.28
2007,3,Company_11,Consumer Goods,1928352774.0,0.18,344627999.98,324.63,0.94,1.18,0.02,13232307749.49
2007,3,Company_12,Healthcare,2089048838.5,0.19,401002333.3,351.69,0.88,1.35,0.02,31130786188.23
2007,3,Company_13,Finance,2249744903.0,0.21,461631333.3,378.74,0.82,0.56,0.03,37517847245.74
2007,3,Company_14,Consumer Goods,2410440967.5,0.22,526514999.96,405.79,0.77,0.85,0.01,27278994082.43
2007,3,Company_15,Technology,2571137032.0,0.23,595653333.29,432.85,0.73,1.1,0.02,24834670601.48
2007,3,Company_16,Healthcare,2731833096.5,0.24,669046333.29,459.9,0.69,1.28,0.02,42165001557.7
2007,3,Company_17,Manufacturing,2892529161.0,0.26,746693999.95,486.95,0.65,0.4,0.02,46495331493.42
2007,3,Company_18,Technology,3053225225.5,0.27,828596333.27,514.01,0.62,1.05,0.02,35239001332.17
2007,3,Company_19,Healthcare,3213921290.0,0.28,914753333.27,541.06,0.59,0.68,0.01,26439829846.93
2007,3,Company_20,Energy,3374617354.5,0.3,1005164999.93,568.11,0.57,1.25,0.03,27745318852.87
2007,3,Company_21,Energy,3535313419.0,0.31,1099831333.25,595.16,0.54,0.58,0.04,44038509409.6
2007,3,Company_22,Technology,3696009483.5,0.32,1198752333.25,622.22,0.52,0.95,0.02,52248548665.9
2007,3,Company_23,Technology,3856705548.0,0.34,1301927999.91,649.27,0.5,1.77,-0.0,51997514132.91
2007,3,Company_24,Energy,4017401612.5,0.35,1409358333.23,676.32,0.48,0.98,0.03,23622853403.63
2007,3,Company_25,Technology,4178097677.0,0.36,1521043333.22,703.38,0.46,1.68,0.03,31835730509.3
2007,4,Company_1,Healthcare,505460244.54,0.1,49437566.66,65.1,1.32,1.54,0.03,2306683256.18
2007,4,Company_2,Utilities,758190366.81,0.13,95343878.56,97.64,1.02,1.51,0.01,5798905706.62
2007,4,Company_3,Energy,1314196635.8,0.15,201987772.35,169.25,0.84,1.47,0.03,4085049315.39
2007,4,Company_4,Technology,1263650611.34,0.18,229531559.49,162.74,0.71,1.78,0.02,7740281692.62
2007,4,Company_5,Utilities,1516380733.61,0.21,317812928.53,195.29,0.61,1.7,0.05,10123191524.74
2007,4,Company_6,Consumer Goods,1769110855.88,0.24,420219316.61,227.83,0.54,1.57,0.01,21768139056.51
2007,4,Company_7,Consumer Goods,2021840978.15,0.27,536750723.74,260.38,0.49,1.67,0.04,21439134864.41
2007,4,Company_8,Consumer Goods,1819656880.33,0.29,533925719.93,234.34,0.44,1.99,0.02,7220042412.06
2007,4,Company_9,Finance,2527301222.68,0.32,812188595.13,325.48,0.4,1.53,0.02,22157718703.65
2007,4,Company_10,Technology,2780031344.95,0.35,971095059.39,358.03,0.37,0.88,0.03,5864415372.6
2007,4,Company_11,Consumer Goods,3032761467.22,0.38,1144126542.7,390.57,0.34,1.44,0.01,28852801860.21
2007,4,Company_12,Technology,3285491589.49,0.41,1331283045.06,423.12,0.32,1.89,0.02,15916346656.99
2007,4,Company_13,Healthcare,3538221711.76,0.43,1532564566.46,455.67,0.3,0.79,0.03,10661866792.41
2007,4,Company_14,Technology,3790951834.03,0.46,1747971106.9,488.22,0.28,1.09,0.04,45187826628.51
2007,4,Company_15,Energy,4043681956.29,0.49,1977502666.4,520.76,0.26,1.29,0.01,9401386236.4
2007,4,Company_16,Consumer Goods,4296412078.56,0.52,2221159244.93,553.31,0.25,1.13,0.02,28828408372.96
2007,4,Company_17,Finance,4549142200.83,0.54,2478940842.52,585.86,0.24,0.37,0.01,42562111852.66
2007,4,Company_18,Energy,4801872323.1,0.57,2750847459.15,618.41,0.22,0.48,0.01,18225041984.4
2007,4,Company_19,Energy,5054602445.37,0.6,3036879094.82,650.96,0.21,0.81,-0.0,14908097402.65
2007,4,Company_20,Manufacturing,5307332567.64,0.63,3337035749.54,683.5,0.2,1.08,0.02,32275714072.91
2007,4,Company_21,Manufacturing,5560062689.9,0.66,3651317423.31,716.05,0.2,0.8,0.02,56710175427.3
2007,4,Company_22,Healthcare,5812792812.17,0.68,3979724116.12,748.6,0.19,0.75,0.02,41883683609.51
2007,4,Company_23,Utilities,6065522934.44,0.71,4322255827.98,781.15,0.18,2.07,0.03,24063865460.48
2007,4,Company_24,Finance,6318253056.71,0.74,4678912558.89,813.69,0.17,1.64,0.01,66780541253.69
2007,4,Company_25,Technology,6570983178.98,0.77,5049694308.83,846.24,0.17,0.76,0.02,15476514766.84
2008,1,Company_1,Technology,371078476.41,0.06,22838909.49,63.76,2.79,0.4,0.02,1319775937.88
2008,1,Company_2,Healthcare,556617714.61,0.08,44046468.3,95.64,2.17,1.18,0.01,4874640612.36
2008,1,Company_3,Healthcare,964804038.66,0.1,93313258.76,165.78,1.78,0.92,0.03,9205176746.75
2008,1,Company_4,Energy,927696191.02,0.11,106037794.04,159.41,1.5,1.37,-0.01,8778518266.03
2008,1,Company_5,Healthcare,1113235429.22,0.13,146821560.98,191.29,1.3,1.75,0.02,13227043841.53
2008,1,Company_6,Healthcare,1298774667.43,0.15,194130730.64,223.17,1.15,0.43,0.03,20401711858.91
2008,1,Company_7,Healthcare,1484313905.63,0.17,247965303.0,255.05,1.03,,0.02,11549918545.8
2008,1,Company_8,Technology,1335882515.07,0.18,246660222.45,229.55,0.93,0.96,0.02,5894509371.98
2008,1,Company_9,Finance,1855392382.04,0.2,375210655.85,318.81,0.85,1.39,0.02,10868552910.98
2008,1,Company_10,Healthcare,2040931620.24,0.22,448621436.34,350.7,0.78,0.51,0.02,15385836609.6
2008,1,Company_11,Finance,2226470858.45,0.24,528557619.55,382.58,0.72,1.49,0.03,17592814278.18
2008,1,Company_12,Utilities,2412010096.65,0.25,615019205.46,414.46,0.67,1.04,0.03,16800191092.39
2008,1,Company_13,Finance,2597549334.85,0.27,708006194.08,446.34,0.63,1.97,0.01,19842873146.26
2008,1,Company_14,Energy,2783088573.06,0.29,807518585.42,478.22,0.59,1.57,0.02,28827836028.32
2008,1,Company_15,Healthcare,2968627811.26,0.31,913556379.46,510.1,0.56,0.95,0.02,36965694280.76
2008,1,Company_16,Finance,3154167049.47,0.33,1026119576.22,541.98,0.53,0.2,0.02,18680731219.68
2008,1,Company_17,Finance,3339706287.67,0.34,1145208175.68,573.87,0.5,,0.02,27072574219.35
2008,1,Company_18,Utilities,3525245525.87,0.36,1270822177.86,605.75,0.48,1.28,0.02,27141132956.24
2008,1,Company_19,Technology,3710784764.08,0.38,1402961582.75,637.63,0.45,2.04,0.03,55373691178.17
2008,1,Company_20,Energy,3896324002.28,0.4,1541626390.34,669.51,0.43,1.0,0.03,45908761026.6
2008,1,Company_21,Consumer Goods,4081863240.48,0.41,1686816600.65,701.39,0.42,1.46,0.03,36610776389.27
2008,1,Company_22,Finance,4267402478.69,0.43,1838532213.67,733.27,0.4,1.59,-0.0,58163134636.95
2008,1,Company_23,Energy,4452941716.89,0.45,1996773229.4,765.15,0.38,,0.02,60139076646.13
2008,1,Company_24,Finance,4638480955.1,0.47,2161539647.83,797.03,0.37,1.03,0.03,79284113496.42
2008,1,Company_25,Technology,4824020193.3,0.48,2332831468.98,828.92,0.36,1.93,0.02,43557186349.91
2008,2,Company_1,Healthcare,295772654.26,0.11,32503968.1,56.44,1.74,1.4,0.01,1343876045.69
2008,2,Company_2,Finance,443658981.4,0.14,62686224.19,84.66,1.35,0.97,0.03,6547484516.42
2008,2,Company_3,Energy,769008901.09,0.17,132801926.8,146.74,1.1,1.62,0.01,2208457336.1
2008,2,Company_4,Healthcare,739431635.66,0.2,150911280.46,141.1,0.93,0.68,0.03,12393481394.68
2008,2,Company_5,Consumer Goods,887317962.79,0.24,208954080.63,169.32,0.81,1.06,0.0,8580308607.52
